"Segment Name"
"Initial_State"
"Propagate"
"PRM1_Target.Maneuver"
"PRM1_Target.Propagate"
"ARB1"
"Propagate1"
"ARB2"
"Propagate2"
"ARB3"
"Propagate3"
"Final_ARB.Maneuver"
"Final_ARB.Propagate"
"Final_PRM.Maneuver"
"Final_PRM.Propagate"
"Propagate4"

"Time (UTCG)","X (km)","Y (km)","Z (km)","Vx (km/sec)","Vy (km/sec)","Vz (km/sec)"
27 Jan 2027 05:29:03.960,-137872.523967,70587.390268,83845.442840,-1.667058,0.151427,0.177113
27 Jan 2027 07:13:21.899,-148112.920652,71438.680168,84839.388482,-1.606483,0.121322,0.141357
27 Jan 2027 09:05:48.951,-158745.269331,72159.518373,85677.079780,-1.545996,0.092996,0.107721
27 Jan 2027 11:07:02.539,-169767.857572,72736.838759,86342.948632,-1.485636,0.066355,0.076092
27 Jan 2027 13:17:42.512,-181176.150401,73156.637698,86820.315328,-1.425431,0.041309,0.046365
27 Jan 2027 15:38:31.152,-192962.229554,73403.955852,87091.367995,-1.365399,0.017776,0.018440
27 Jan 2027 18:10:13.260,-205114.326314,73462.877910,87137.163209,-1.305545,-0.004322,-0.007775
27 Jan 2027 20:53:36.187,-217616.242587,73316.540338,86937.636405,-1.245870,-0.025057,-0.032366
27 Jan 2027 23:49:29.761,-230446.618786,72947.157658,86471.634662,-1.186362,-0.044496,-0.055412
28 Jan 2027 02:58:46.418,-243578.431175,72336.060878,85716.963516,-1.127003,-0.062701,-0.076989
28 Jan 2027 06:22:20.969,-256978.018105,71463.766629,84650.471306,-1.067767,-0.079730,-0.097165
28 Jan 2027 10:01:10.688,-270604.466058,70310.055300,83248.143533,-1.008618,-0.095636,-0.116002
28 Jan 2027 13:56:15.001,-284408.525566,68854.099790,81485.258476,-0.949511,-0.110467,-0.133558
28 Jan 2027 18:08:35.398,-298331.760419,67074.609874,79336.560952,-0.890394,-0.124267,-0.149885
28 Jan 2027 22:39:14.962,-312305.315615,64950.051460,76776.526090,-0.831203,-0.137074,-0.165029
29 Jan 2027 03:29:18.148,-326248.929634,62458.880702,73779.640325,-0.771866,-0.148922,-0.179030
29 Jan 2027 08:39:50.194,-340069.621622,59579.869197,70320.791594,-0.712300,-0.159840,-0.191922
29 Jan 2027 14:11:56.490,-353660.389556,56292.494501,66375.737341,-0.652406,-0.169852,-0.203733
29 Jan 2027 20:06:42.103,-366899.019763,52577.362641,61921.610450,-0.592072,-0.178976,-0.214485
30 Jan 2027 02:25:10.817,-379646.559825,48416.775874,56937.598938,-0.531171,-0.187222,-0.224189
30 Jan 2027 09:08:24.370,-391745.931853,43795.347309,51405.681223,-0.469553,-0.194594,-0.232852
30 Jan 2027 16:17:21.447,-403020.362804,38700.748036,45311.519667,-0.407042,-0.201089,-0.240466
30 Jan 2027 23:52:58.613,-413272.413846,33124.161570,38645.004117,-0.343431,-0.206691,-0.247015
31 Jan 2027 07:56:11.818,-422282.252090,27060.692997,31400.742980,-0.278461,-0.211376,-0.252467
31 Jan 2027 16:28:00.464,-429805.127591,20509.364290,23578.062707,-0.211811,-0.215101,-0.256773
1 Feb 2027 01:29:44.366,-435567.997473,13470.510290,15177.911248,-0.143037,-0.217805,-0.259857
1 Feb 2027 11:03:34.497,-439258.318123,5940.456736,6196.538100,-0.071498,-0.219395,-0.261608
1 Feb 2027 21:06:35.933,-440497.237462,-2007.654133,-3278.127727,0.002950,-0.219728,-0.261856
1 Feb 2027 21:07:35.933,-440497.056739,-2020.837738,-3293.839001,0.003074,-0.219725,-0.261854
1 Feb 2027 21:22:39.521,-440493.436848,-2219.358235,-3530.432378,0.004938,-0.219680,-0.261822
1 Feb 2027 22:21:48.045,-440462.923420,-2998.566749,-4459.277876,0.012259,-0.219492,-0.261687
2 Feb 2027 01:39:15.636,-440172.875689,-5594.871934,-7556.462448,0.036706,-0.218768,-0.261122
2 Feb 2027 11:41:47.001,-437494.661851,-13451.301205,-16950.509611,0.111561,-0.215642,-0.258309
2 Feb 2027 20:44:27.017,-432754.195246,-20410.272239,-25300.038918,0.179804,-0.211618,-0.254326
3 Feb 2027 05:49:44.461,-425731.373810,-27251.206822,-33535.489836,0.249787,-0.206352,-0.248844
3 Feb 2027 14:48:53.374,-416505.089977,-33824.647813,-41476.166389,0.321037,-0.199825,-0.241811
3 Feb 2027 23:39:43.718,-405127.390391,-40067.723370,-49044.248857,0.393933,-0.191942,-0.233098
4 Feb 2027 07:54:26.202,-392387.087409,-45637.417584,-55819.701967,0.465096,-0.183077,-0.223102
4 Feb 2027 15:33:57.982,-378611.837472,-50553.861321,-61821.012098,0.534778,-0.173275,-0.211878
4 Feb 2027 22:40:47.212,-364047.067592,-54857.488898,-67092.166473,0.603380,-0.162534,-0.199422
5 Feb 2027 05:16:36.057,-348921.587167,-58582.337354,-71670.139545,0.671145,-0.150846,-0.185729
5 Feb 2027 11:23:01.180,-333437.224705,-61763.230219,-75593.563218,0.738253,-0.138196,-0.170783
5 Feb 2027 17:01:57.429,-317754.393798,-64438.384509,-78905.905828,0.804910,-0.124548,-0.154543
5 Feb 2027 22:15:00.994,-302020.247472,-66643.464399,-81648.082061,0.871241,-0.109868,-0.136972
6 Feb 2027 03:03:56.126,-286351.391654,-68414.860638,-83862.438398,0.937384,-0.094105,-0.118012
6 Feb 2027 07:30:17.877,-270849.651251,-69787.183111,-85589.579828,1.003438,-0.077207,-0.097602
6 Feb 2027 11:35:40.222,-255597.193173,-70793.973659,-86869.194302,1.069491,-0.059110,-0.075670
6 Feb 2027 15:21:32.859,-240661.008182,-71467.157215,-87739.312179,1.135617,-0.039748,-0.052136
6 Feb 2027 18:49:20.212,-226095.798697,-71836.903959,-88236.078789,1.201870,-0.019048,-0.026914
6 Feb 2027 22:00:22.752,-211944.157246,-71931.642310,-88393.726601,1.268293,0.003072,0.000092
7 Feb 2027 00:55:56.446,-198238.591855,-71777.979844,-88244.435129,1.334916,0.026696,0.028985
7 Feb 2027 03:37:12.504,-185003.259297,-71400.708225,-87818.300509,1.401755,0.051917,0.059876
7 Feb 2027 06:05:17.604,-172255.030461,-70822.841620,-87143.353391,1.468810,0.078833,0.092885
7 Feb 2027 08:21:14.235,-160004.238140,-70065.644427,-86245.569144,1.536068,0.107550,0.128140
7 Feb 2027 10:26:00.556,-148256.032945,-69148.703315,-85148.934769,1.603502,0.138181,0.165778
7 Feb 2027 12:20:30.687,-137011.057981,-68089.989915,-83875.509629,1.671067,0.170844,0.205945
7 Feb 2027 14:05:34.867,-126266.231117,-66905.938254,-82445.506819,1.738702,0.205666,0.248798
7 Feb 2027 15:41:59.664,-116015.371176,-65611.521319,-80877.376272,1.806326,0.242783,0.294502
7 Feb 2027 17:10:28.142,-106249.827328,-64220.339964,-79187.905015,1.873837,0.282337,0.343233
7 Feb 2027 18:31:28.256,-96981.902445,-62748.540045,-77396.981675,1.940939,0.324369,0.395042
7 Feb 2027 19:45:31.059,-88213.078112,-61210.892576,-75522.845978,2.007351,0.368924,0.449985
7 Feb 2027 20:53:16.409,-79920.846122,-59617.441275,-73577.979132,2.072928,0.416147,0.508241
7 Feb 2027 21:55:20.543,-72082.145831,-57976.712915,-71572.996004,2.137503,0.466197,0.570008
7 Feb 2027 22:52:16.083,-64674.364483,-56295.978353,-69516.962217,2.200878,0.519245,0.635496
7 Feb 2027 23:44:32.472,-57675.376739,-54581.345768,-67417.507417,2.262822,0.575473,0.704932
8 Feb 2027 00:32:36.339,-51063.596583,-52837.837768,-65280.919030,2.323063,0.635079,0.778562
8 Feb 2027 01:16:51.803,-44818.051353,-51069.459242,-63112.224857,2.381286,0.698278,0.856651
8 Feb 2027 01:57:40.763,-38918.391704,-49279.233582,-60915.237010,2.437123,0.765305,0.939494
8 Feb 2027 02:35:23.180,-33344.831967,-47469.196658,-58692.543969,2.490145,0.836419,1.027412
8 Feb 2027 03:10:17.343,-28078.050390,-45640.346420,-56445.447991,2.539851,0.911913,1.120769
8 Feb 2027 03:42:40.137,-23099.017701,-43792.523840,-54173.817813,2.585648,0.992122,1.219983
8 Feb 2027 04:12:47.311,-18388.772577,-41924.209404,-51875.837025,2.626834,1.077438,1.325542
8 Feb 2027 04:40:36.601,-13973.812238,-40052.237450,-49572.267437,2.662217,1.167351,1.436819
8 Feb 2027 05:05:49.357,-9924.639279,-38217.769390,-47313.855005,2.690363,1.259899,1.551385
8 Feb 2027 05:26:12.503,-6622.155942,-36626.307573,-45353.853625,2.708839,1.343811,1.655287
8 Feb 2027 05:44:30.820,-3639.997945,-35105.340122,-43480.047219,2.720696,1.427174,1.758532
8 Feb 2027 06:00:36.192,-1010.481277,-33689.357548,-41735.054004,2.726071,1.507550,1.858100
8 Feb 2027 06:13:38.634,1122.747743,-32482.509240,-40247.401391,2.725914,1.578127,1.945547
8 Feb 2027 06:26:42.575,3258.007656,-31215.900042,-38685.711366,2.720638,1.654193,2.039813
8 Feb 2027 06:39:23.001,5323.018648,-29928.202401,-37097.640417,2.709452,1.733535,2.138159
8 Feb 2027 06:53:13.251,7564.629976,-28450.677306,-35275.003602,2.688755,1.826911,2.253928
8 Feb 2027 07:07:15.878,9817.527250,-26868.656229,-33322.934973,2.656442,1.929399,2.381028
8 Feb 2027 07:21:11.717,12019.684717,-25210.687045,-31276.583299,2.610277,2.039173,2.517206
8 Feb 2027 07:34:49.597,14130.433993,-23496.214480,-29159.895038,2.548123,2.154638,2.660491
8 Feb 2027 07:47:40.134,16065.300731,-21791.739435,-27054.962937,2.470618,2.270624,2.804478
8 Feb 2027 07:59:39.376,17810.300071,-20117.880941,-24987.284255,2.378175,2.384774,2.946243
8 Feb 2027 08:10:53.652,19378.815270,-18472.532816,-22954.297566,2.270626,2.496191,3.084677
8 Feb 2027 08:21:29.435,20784.565386,-16851.310224,-20950.619425,2.147775,2.604080,3.218792
8 Feb 2027 08:31:32.861,22039.965795,-15248.707030,-18969.472475,2.009405,2.707658,3.347622
8 Feb 2027 08:41:09.756,23155.785367,-13658.197096,-17002.809753,1.855245,2.806134,3.470185
8 Feb 2027 08:50:25.752,24140.963217,-12072.115907,-15041.167386,1.684932,2.898677,3.585454
8 Feb 2027 08:59:26.448,25002.409388,-10481.400787,-13073.342041,1.497955,2.984387,3.692316
8 Feb 2027 09:08:17.638,25744.729223,-8875.114231,-11085.799400,1.293588,3.062249,3.789514
8 Feb 2027 09:17:05.531,26369.646073,-7239.985729,-9062.104492,1.070839,3.131049,3.875547
8 Feb 2027 09:25:50.048,26869.330576,-5582.088273,-7009.755152,0.831701,3.188574,3.947667
8 Feb 2027 09:34:17.115,27229.323019,-3953.749700,-4993.535242,0.586085,3.231818,4.002112
8 Feb 2027 09:42:29.781,27457.051011,-2353.905681,-3012.153779,0.336957,3.260519,4.038548
8 Feb 2027 09:50:31.813,27559.350234,-778.235235,-1060.282688,0.086745,3.274745,4.057051
8 Feb 2027 09:58:27.305,27541.349280,779.435614,869.707998,-0.162544,3.274735,4.057909
8 Feb 2027 10:06:20.489,27405.948707,2326.233944,2786.636996,-0.409195,3.260802,4.041504
8 Feb 2027 10:14:13.767,27154.856162,3863.536062,4692.202153,-0.650722,3.233423,4.008419
8 Feb 2027 10:22:15.186,26784.152997,5410.867481,6610.607492,-0.887565,3.192734,3.958824
8 Feb 2027 10:30:27.188,26290.398012,6968.992115,8542.810074,-1.117247,3.139208,3.893298
8 Feb 2027 10:38:54.000,25667.470550,8543.702053,10496.006089,-1.338137,3.073323,3.812425
8 Feb 2027 10:47:39.503,24908.163091,10138.718550,12474.829766,-1.548390,2.995738,3.717018
8 Feb 2027 10:56:46.787,24005.697645,11754.366381,14479.705696,-1.745894,2.907438,3.608290
8 Feb 2027 11:06:17.631,22955.849844,13386.416790,16505.407989,-1.928364,2.809874,3.488030
8 Feb 2027 11:15:39.495,21827.287188,14937.444664,18430.991329,-2.085172,2.710816,3.365831
8 Feb 2027 11:25:02.358,20614.455213,16435.063024,20290.686876,-2.220911,2.610598,3.242122
8 Feb 2027 11:34:36.284,19304.973635,17904.151418,22115.362453,-2.339090,2.509065,3.116724
8 Feb 2027 11:44:27.896,17889.891701,19358.060146,23921.589455,-2.441655,2.406450,2.989932
8 Feb 2027 11:54:42.583,16361.018840,20805.319263,25719.964416,-2.529914,2.303107,2.862188
8 Feb 2027 12:05:25.267,14710.121483,22251.916849,27517.934524,-2.604857,2.199425,2.733979
8 Feb 2027 12:16:40.722,12928.704174,23702.215699,29320.934125,-2.667298,2.095805,2.605803
8 Feb 2027 12:28:33.739,11007.968582,25159.400143,31132.938467,-2.717949,1.992646,2.478160
8 Feb 2027 12:41:09.205,8938.894482,26625.684978,32956.722268,-2.757466,1.890346,2.351542
8 Feb 2027 12:54:22.967,6737.937680,28086.004619,34773.562949,-2.786210,1.790404,2.227810
8 Feb 2027 13:07:56.252,4463.751527,29503.062835,36537.050345,-2.804741,1.695615,2.110427
8 Feb 2027 13:21:42.853,2140.736629,30867.393597,38235.372787,-2.814557,1.606636,2.000213
8 Feb 2027 13:35:29.171,-186.501096,32160.609859,39845.596647,-2.817170,1.524523,1.898481
8 Feb 2027 13:45:41.924,-1912.323848,33077.187114,40987.114367,-2.815368,1.467700,1.828069
8 Feb 2027 13:55:53.582,-3633.140106,33958.391245,42084.786515,-2.810963,1.414176,1.761736
8 Feb 2027 14:09:59.804,-6008.033103,35125.442840,43538.849039,-2.801356,1.344991,1.675979
8 Feb 2027 14:25:49.558,-8661.968913,36368.399246,45087.904614,-2.786734,1.273461,1.587301
8 Feb 2027 14:43:27.620,-11600.275177,37676.650667,46718.824497,-2.766856,1.200587,1.496938
8 Feb 2027 15:02:50.094,-14802.421311,39029.319164,48405.669409,-2.741881,1.127832,1.406705
8 Feb 2027 15:23:59.169,-18263.383806,40414.280770,50133.398629,-2.712071,1.056038,1.317645
8 Feb 2027 15:46:59.376,-21983.098059,41822.478476,51890.787748,-2.677764,0.985784,1.230476
8 Feb 2027 16:11:56.977,-25964.647343,43246.685196,53668.889676,-2.639336,0.917470,1.145696
8 Feb 2027 16:38:59.656,-30213.264700,44680.789336,55460.145883,-2.597183,0.851371,1.063647
8 Feb 2027 17:08:16.368,-34735.746429,46119.352016,57257.835605,-2.551696,0.787669,0.984555
8 Feb 2027 17:39:57.218,-39539.937114,47557.271218,59055.657712,-2.503260,0.726481,0.908565
8 Feb 2027 18:14:13.575,-44634.797780,48989.674427,60847.597630,-2.452236,0.667865,0.835751
8 Feb 2027 18:51:17.974,-50029.911976,50411.669167,62627.616200,-2.398965,0.611844,0.766143
8 Feb 2027 19:31:16.543,-55717.490425,51813.980296,64384.183489,-2.343935,0.558568,0.699928
8 Feb 2027 20:14:12.837,-61683.032354,53186.706273,66104.968881,-2.287653,0.508160,0.637259
8 Feb 2027 21:00:21.365,-67936.404885,54526.152995,67785.411864,-2.230355,0.460481,0.577964
8 Feb 2027 21:49:57.500,-74486.911843,55828.082989,69420.273146,-2.172251,0.415399,0.521883
8 Feb 2027 22:43:17.837,-81343.873911,57087.847783,71003.799891,-2.113522,0.372789,0.468857
8 Feb 2027 23:40:40.319,-88516.615238,58300.364512,72529.695827,-2.054325,0.332526,0.418734
9 Feb 2027 00:42:24.259,-96014.205566,59460.051510,73991.039574,-1.994798,0.294492,0.371368
9 Feb 2027 01:48:50.475,-103845.421516,60560.808085,75380.258258,-1.935055,0.258573,0.326617
9 Feb 2027 03:00:21.436,-112018.689048,61595.986827,76689.091608,-1.875196,0.224662,0.284348
9 Feb 2027 04:17:21.234,-120541.666696,62558.323234,77908.501764,-1.815304,0.192655,0.244433
9 Feb 2027 05:40:15.849,-129421.362405,63439.938146,79028.674757,-1.755449,0.162456,0.206751
9 Feb 2027 07:09:33.174,-138663.757262,64232.279392,80038.944787,-1.695686,0.133972,0.171187
9 Feb 2027 08:45:43.133,-148273.581064,64926.090158,80927.751768,-1.636063,0.107116,0.137635
9 Feb 2027 10:29:17.857,-158254.144947,65511.382788,81682.605424,-1.576613,0.081806,0.105991
9 Feb 2027 12:20:51.739,-168606.934404,65977.399192,82290.031653,-1.517364,0.057965,0.076160
9 Feb 2027 14:21:01.719,-179331.523382,66312.592112,82735.545270,-1.458332,0.035520,0.048050
9 Feb 2027 16:30:27.312,-190425.030960,66504.585365,83003.594892,-1.399525,0.014404,0.021578
9 Feb 2027 18:49:50.673,-201881.618428,66540.152603,83077.530518,-1.340945,-0.005448,-0.003336
9 Feb 2027 21:19:56.817,-213692.159149,66405.205253,82939.582542,-1.282585,-0.024094,-0.026768
10 Feb 2027 00:01:33.830,-225843.812755,66084.777089,82570.835902,-1.224431,-0.041591,-0.048785
10 Feb 2027 02:55:32.885,-238319.285285,65563.020651,81951.217885,-1.166463,-0.057991,-0.069453
10 Feb 2027 06:02:48.274,-251096.081515,64823.224073,81059.511220,-1.108652,-0.073341,-0.088831
10 Feb 2027 09:24:17.621,-264145.907354,63847.831168,79873.371667,-1.050964,-0.087685,-0.106975
10 Feb 2027 13:01:02.385,-277434.246625,62618.436576,78369.315171,-0.993355,-0.101064,-0.123934
10 Feb 2027 16:54:07.414,-290918.822598,61115.875180,76522.820816,-0.935771,-0.113515,-0.139756
10 Feb 2027 21:04:40.192,-304547.873592,59320.411942,74308.560624,-0.878155,-0.125072,-0.154479
11 Feb 2027 01:33:52.632,-318260.686262,57211.660217,71700.297375,-0.820435,-0.135764,-0.168140
11 Feb 2027 06:23:01.370,-331986.246877,54768.630899,68670.943956,-0.762525,-0.145619,-0.180771
11 Feb 2027 11:33:22.680,-345637.847316,51970.642267,65193.697043,-0.704338,-0.154655,-0.192396
11 Feb 2027 17:06:20.770,-359117.918065,48796.354655,61240.850387,-0.645755,-0.162894,-0.203035
11 Feb 2027 23:03:20.077,-372310.311073,45225.160773,56785.539538,-0.586651,-0.170346,-0.212701
12 Feb 2027 05:25:45.526,-385079.186100,41237.586033,51802.273248,-0.526883,-0.177019,-0.221396
12 Feb 2027 12:15:12.336,-397271.878257,36813.971802,46265.325046,-0.466259,-0.182914,-0.229120
12 Feb 2027 19:33:06.597,-408705.829072,31938.420932,40153.719541,-0.404586,-0.188024,-0.235855
13 Feb 2027 03:21:03.894,-419175.040141,26596.148959,33447.987188,-0.341606,-0.192333,-0.241572
13 Feb 2027 11:40:52.137,-428444.292550,20773.580754,26130.352937,-0.276988,-0.195811,-0.246229
13 Feb 2027 20:12:06.179,-435955.472181,14726.198471,18521.969676,-0.213071,-0.198323,-0.249636
14 Feb 2027 04:51:51.030,-441609.155643,8514.329470,10699.604914,-0.149754,-0.199912,-0.251840
14 Feb 2027 13:35:05.575,-445325.790399,2224.962127,2773.945132,-0.087166,-0.200608,-0.252876
14 Feb 2027 22:12:04.341,-447079.511548,-3997.348790,-5071.455347,-0.025978,-0.200451,-0.252792
15 Feb 2027 06:02:21.960,-447029.798076,-9643.096510,-12192.472367,0.029503,-0.199593,-0.251780
15 Feb 2027 15:40:52.634,-444818.222184,-16539.446441,-20892.882655,0.098021,-0.197592,-0.249300
16 Feb 2027 01:55:47.820,-439844.242035,-23772.177713,-30018.513621,0.171838,-0.194263,-0.245102
16 Feb 2027 11:49:00.103,-432436.708187,-30610.374056,-38645.763015,0.244749,-0.189766,-0.239394
16 Feb 2027 21:24:57.716,-422722.559381,-37073.279145,-46797.930230,0.317908,-0.184028,-0.232099
17 Feb 2027 06:32:16.585,-411101.917599,-43007.260782,-54280.825580,0.390379,-0.177113,-0.223308
17 Feb 2027 15:00:44.596,-398123.265342,-48293.464280,-60944.762842,0.461067,-0.169164,-0.213219
17 Feb 2027 22:53:24.695,-384072.639297,-52967.584595,-66835.305694,0.530469,-0.160180,-0.201838
18 Feb 2027 06:12:08.478,-369217.919344,-57056.213666,-71986.667301,0.598856,-0.150163,-0.189173
18 Feb 2027 12:58:30.317,-353802.349411,-60586.561555,-76433.851687,0.666404,-0.139110,-0.175227
18 Feb 2027 19:14:41.411,-338014.189145,-63593.505039,-80221.448654,0.733350,-0.126997,-0.159969
19 Feb 2027 01:02:21.221,-322031.858998,-66108.770394,-83389.956718,0.799818,-0.113806,-0.143377
19 Feb 2027 06:23:20.752,-305998.985792,-68166.568207,-85982.858216,0.865949,-0.099507,-0.125409
19 Feb 2027 11:19:21.444,-290041.652277,-69800.346478,-88042.525744,0.931841,-0.084068,-0.106023
19 Feb 2027 15:52:06.239,-274261.511969,-71043.608868,-89611.264543,0.997592,-0.067448,-0.085162
19 Feb 2027 20:03:11.123,-258744.968095,-71928.722420,-90729.830995,1.063275,-0.049604,-0.062766
19 Feb 2027 23:54:10.467,-243559.861972,-72487.048498,-91437.624846,1.128964,-0.030482,-0.038764
20 Feb 2027 03:26:33.051,-228760.993456,-72748.411293,-91772.047269,1.194716,-0.010024,-0.013076
20 Feb 2027 06:41:42.750,-214391.185540,-72741.011001,-91768.418368,1.260578,0.011837,0.014387
20 Feb 2027 09:40:58.750,-200482.590612,-72491.317126,-91459.866226,1.326587,0.035176,0.043723
20 Feb 2027 12:25:35.032,-187058.847501,-72024.021003,-90877.285267,1.392765,0.060076,0.075038
20 Feb 2027 14:56:40.581,-174136.324584,-71362.052697,-90049.370576,1.459121,0.086627,0.108449
20 Feb 2027 17:15:19.774,-161724.963668,-70526.602879,-89002.653504,1.525650,0.114928,0.144082
20 Feb 2027 19:22:32.549,-149829.288148,-69537.166573,-87761.560324,1.592330,0.145084,0.182070
20 Feb 2027 21:19:14.567,-138449.336342,-68411.609955,-86348.496526,1.659124,0.177211,0.222558
20 Feb 2027 23:06:17.486,-127581.326953,-67166.234810,-84783.925910,1.725977,0.211432,0.265702
21 Feb 2027 00:44:29.115,-117218.427631,-65815.868506,-83086.480360,1.792813,0.247876,0.311666
21 Feb 2027 02:14:33.673,-107351.270358,-64373.941557,-81273.053481,1.859538,0.286684,0.360625
21 Feb 2027 03:36:54.085,-98002.966708,-62858.447344,-79366.296348,1.925782,0.327841,0.412561
21 Feb 2027 04:52:09.107,-89161.922683,-61282.227317,-77382.397100,1.991354,0.371439,0.467589
21 Feb 2027 06:00:59.483,-80804.805210,-59654.996388,-75333.617488,2.056116,0.417619,0.525886
21 Feb 2027 07:04:02.048,-72908.188126,-57985.049112,-73230.435258,2.119907,0.466534,0.587647
21 Feb 2027 08:01:50.010,-65449.027223,-56279.435588,-71081.763264,2.182536,0.518349,0.653078
21 Feb 2027 08:54:53.338,-58404.803376,-54544.073821,-68895.089163,2.243778,0.573238,0.722401
21 Feb 2027 09:43:39.097,-51753.654507,-52783.850927,-66676.601544,2.303369,0.631392,0.795854
21 Feb 2027 10:28:31.807,-45474.338935,-51002.669147,-64431.246850,2.361005,0.693015,0.873696
21 Feb 2027 11:09:53.725,-39546.267538,-49203.490376,-62162.784667,2.416330,0.758328,0.956208
21 Feb 2027 11:48:05.130,-33949.441986,-47388.334202,-59873.784583,2.468931,0.827578,1.043702
21 Feb 2027 12:23:24.550,-28664.457028,-45558.270590,-57565.616389,2.518324,0.901038,1.136521
21 Feb 2027 12:56:09.034,-23672.330488,-43713.323108,-55238.327515,2.563943,0.979017,1.235059
21 Feb 2027 13:26:34.428,-18954.263915,-41852.288313,-52890.414628,2.605117,1.061874,1.339769
21 Feb 2027 13:54:49.262,-14508.235759,-39979.800751,-50527.738124,2.640915,1.149687,1.450751
21 Feb 2027 14:20:25.738,-10427.849492,-38145.253349,-48212.645337,2.669694,1.240198,1.565152
21 Feb 2027 14:41:09.363,-7095.335186,-36552.671518,-46202.679144,2.688915,1.322449,1.669119
21 Feb 2027 14:59:48.030,-4079.739420,-35028.196827,-44278.486470,2.701644,1.404422,1.772742
21 Feb 2027 15:16:16.028,-1406.966172,-33601.916760,-42478.078922,2.707945,1.483982,1.873322
21 Feb 2027 15:29:57.920,819.246487,-32353.066567,-40901.522896,2.708545,1.555897,1.964242
21 Feb 2027 15:42:13.057,2809.224547,-31184.135455,-39425.758520,2.704560,1.625073,2.051705
21 Feb 2027 15:54:28.958,4796.457687,-29961.245005,-37881.771388,2.695283,1.699310,2.145571
21 Feb 2027 16:08:11.365,7006.252657,-28527.459178,-36071.387119,2.677177,1.788659,2.258552
21 Feb 2027 16:22:11.717,9244.661169,-26983.395306,-34121.610199,2.648154,1.887450,2.383482
21 Feb 2027 16:36:08.447,11443.839878,-25360.177711,-32071.719058,2.605982,1.993824,2.518015
21 Feb 2027 16:49:48.735,13559.149745,-23679.134879,-29948.631865,2.548539,2.106188,2.660136
21 Feb 2027 17:02:51.121,15525.751881,-21986.895265,-27811.231896,2.475333,2.220862,2.805193
21 Feb 2027 17:15:00.437,17300.234904,-20326.257839,-25713.583514,2.387336,2.334067,2.948410
21 Feb 2027 17:26:22.525,18894.739373,-18696.685956,-23655.021136,2.284421,2.444834,3.088559
21 Feb 2027 17:37:03.898,20323.242667,-17094.294306,-21630.647518,2.166414,2.552366,3.224634
21 Feb 2027 17:47:10.739,21598.598733,-15514.051402,-19634.115219,2.033132,2.655895,3.355664
21 Feb 2027 17:56:48.884,22732.110827,-13949.975760,-17657.874179,1.884359,2.754650,3.480672
21 Feb 2027 18:06:03.900,23733.314631,-12395.123852,-15693.156295,1.719813,2.847833,3.598653
21 Feb 2027 18:15:01.220,24609.814302,-10841.418029,-13729.757710,1.539100,2.934593,3.708529
21 Feb 2027 18:23:46.323,25367.065731,-9279.326711,-11755.634307,1.341669,3.013988,3.809109
21 Feb 2027 18:32:24.933,26007.979444,-7697.477102,-9756.411725,1.126760,3.084923,3.899010
21 Feb 2027 18:41:03.108,26532.150894,-6082.639556,-7715.364875,0.893436,3.146046,3.976521
21 Feb 2027 18:49:31.402,26924.666955,-4470.719432,-5677.873745,0.648600,3.194323,4.037802
21 Feb 2027 18:57:43.834,27183.074755,-2888.836179,-3678.223337,0.399192,3.228207,4.080886
21 Feb 2027 19:05:43.864,27314.633116,-1333.974878,-1712.610731,0.147901,3.247653,4.105717
21 Feb 2027 19:13:35.457,27325.282478,199.373720,225.921832,-0.103092,3.252855,4.112535
21 Feb 2027 19:20:24.787,27238.403220,1529.812256,1908.018030,-0.321203,3.245943,4.104005
21 Feb 2027 19:27:28.215,27055.045685,2900.774930,3641.438533,-0.544182,3.227757,4.081223
21 Feb 2027 19:35:18.454,26742.109762,4411.390399,5551.537385,-0.785381,3.194998,4.040032
21 Feb 2027 19:43:16.216,26310.320247,5927.388721,7468.551537,-1.020189,3.149278,3.982446
21 Feb 2027 19:51:25.763,25754.735803,7455.281210,9400.716249,-1.247074,3.091013,3.908990
21 Feb 2027 19:59:51.157,25068.805259,9000.090512,11354.386237,-1.464334,3.020739,3.820341
21 Feb 2027 20:08:35.967,24245.423524,10564.342506,13332.760201,-1.670021,2.939224,3.717467
21 Feb 2027 20:17:42.770,23278.734681,12146.725279,15334.183795,-1.861940,2.847615,3.601818
21 Feb 2027 20:27:07.791,22176.288240,13727.824074,17334.103938,-2.036401,2.748428,3.476572
21 Feb 2027 20:36:22.550,21004.333231,15224.974099,19227.950363,-2.185074,2.648860,3.350820
21 Feb 2027 20:45:41.829,19745.319388,16678.250888,21066.404797,-2.313811,2.548192,3.223660
21 Feb 2027 20:55:14.311,18387.804458,18107.815285,22874.966002,-2.425544,2.446395,3.095057
21 Feb 2027 21:05:06.090,16922.981068,19525.011103,24667.983317,-2.522000,2.343737,2.965352
21 Feb 2027 21:15:22.329,15342.559876,20937.312284,26454.913082,-2.604388,2.240577,2.834999
21 Feb 2027 21:26:07.857,13638.132233,22350.056112,28242.510445,-2.673653,2.137299,2.704486
21 Feb 2027 21:37:27.405,11801.062282,23767.116855,30035.681119,-2.730586,2.034298,2.574313
21 Feb 2027 21:49:25.747,9822.462509,25191.280924,31837.955695,-2.775895,1.931967,2.444978
21 Feb 2027 22:02:07.760,7693.301058,26624.411443,33651.697592,-2.810239,1.830697,2.316973
